clean_number,event_number,axis_scatter,numb_pix,energy,size,Xc[0],Yc[0],con2,length[0],width[0],dist[0],dist[1],azwidth[1],miss[1],alpha[0],alpha[1],a_axis[0],b_axis[0],x_max_coord,y_max_coord,skewness_l,kurtosis_l,skewness_w,kurtosis_w,con1,con3,edge,source_x,source_y,x_ground,y_ground,tel_tet,tel_fi,source_tet,source_fi,Xmax,num_islands,con_selected_island
78,37,8,32,152.868,2597.18,-1.24453,0.810272,0.312083,0.768797,0.179459,1.48506,2.08661,0.183591,0.108119,37.4786,2.97014,0.0771537,7.51486,-0.9045,0.939984,1.10924,788.434,0.146915,2.20773,0.156745,0.401339,1,0.841417,0.862771,-95.7268,-217.952,0.554728,5.81182,0.539488,-0.442777,426.924,1,1
79,37,9,25,152.868,1504.45,-1.38559,-0.344034,0.337346,0.809614,0.155974,1.42766,2.53297,0.156496,0.0406882,15.4293,0.920407,0.562861,3.6141,-0.7236,0,0.608385,647.673,-0.184304,1.3953,0.191769,0.434938,1,0.841417,0.862771,32.1028,-318.925,0.554728,5.81182,0.539488,-0.442777,426.924,1,1
80,38,4,8,43.9614,191.827,-1.46509,2.17686,0.432989,0.498904,0.117086,2.62397,2.65641,0.117961,0.0785311,24.7153,1.69407,-0.609039,10.6514,-1.0854,1.87997,0.195558,66.3025,0.318082,0.293483,0.238621,0.577072,0,0.843523,0.862774,-408.633,-1.19074,0.601828,5.30046,0.586605,-0.956127,404.434,1,1
81,38,8,20,43.9614,669.342,-0.672958,-0.471887,0.36424,0.695764,0.141241,0.821918,2.02016,0.142452,0.0549514,7.87121,1.55873,0.929578,1.27429,-0.5427,-0.313328,0.928301,483.763,-0.248973,0.772138,0.224837,0.492679,1,0.843523,0.862774,-44.9315,-268.918,0.601828,5.30046,0.586605,-0.956127,404.434,1,1
82,39,5,10,49.948,281.971,0.134633,3.23623,0.348188,0.739971,0.0986067,3.23903,2.47756,0.0991062,0.0335755,19.821,0.776487,-3.18345,30.3883,0.1809,2.81995,0.404475,378.971,0.23808,0.11117,0.22214,0.46308,1,0.845024,0.862693,-321.063,299.668,0.641093,5.28887,0.625884,-0.969137,365.687,1,1
83,40,6,4,26.2017,57.401,2.98524,-0.704774,0.732374,0.247187,0.10343,3.0673,2.65118,0.130357,0.936938,43.6567,20.6957,-1.53635,32.1858,3.0753,-0.939984,-0.653958,5.00001,2.17741,0.383333,0.390533,0.873591,0,0.847057,0.862694,63.1839,472.495,0.708778,6.93294,0.693588,0.672883,434.54,1,1
84,40,8,12,26.2017,1220.13,1.5389,0.317148,0.514972,0.344879,0.144293,1.57124,0.881058,0.144314,0.00692623,49.4518,0.450422,-0.775872,12.5301,1.6281,0.313328,0.638953,28.059,-0.213941,0.692922,0.337282,0.665594,0,0.847057,0.862694,17.7918,101.929,0.708778,6.93294,0.693588,0.672883,434.54,1,1
85,41,2,16,51.3644,1543.25,0.907129,2.15822,0.446044,0.484279,0.132605,2.34111,1.29711,0.133093,0.0317289,21.2759,1.40166,37.6407,-265.23,0.9045,2.19329,0.994033,123.264,-0.154684,0.517527,0.28099,0.599079,0,0.840973,0.862792,-199.333,43.9639,0.543154,6.09465,0.527909,-0.159397,363.303,1,1
86,41,5,16,51.3644,702.85,2.57246,1.37053,0.45182,0.551307,0.144831,2.91477,1.80439,0.145464,0.0459857,13.1645,1.46036,0.26576,5.6955,2.1708,1.25331,0.620979,137.474,0.385511,1.00402,0.266764,0.557731,0,0.840973,0.862792,-32.1074,247.524,0.543154,6.09465,0.527909,-0.159397,363.303,1,1
87,42,1,9,26.9672,674.333,-0.2495,0.449264,0.546384,0.376761,0.113957,0.513896,1.16962,0.114829,0.0460184,83.9116,2.25487,0.423596,4.60159,0,0.626656,0.343293,28.249,-0.252411,0.253858,0.315039,0.713082,0,0.844595,0.862743,185.46,-35.375,0.627825,7.20766,0.612611,0.950113,371.183,1,1
88,42,5,8,26.9672,412.36,0.0852352,-0.501101,0.518552,0.4537,0.0811712,0.508298,1.56099,0.0824927,0.0514291,36.8735,1.88803,1.94411,-5.52908,0.1809,-0.313328,0.339319,48.3908,-0.88797,0.294729,0.279739,0.707004,0,0.844595,0.862743,235.4,134.982,0.627825,7.20766,0.612611,0.950113,371.183,1,1
89,43,1,33,179.724,3679.95,-0.4234,-0.287621,0.376866,0.725268,0.158526,0.511853,1.71094,0.158585,0.0104072,8.41146,0.348515,0.919555,0.843436,0,0,1.28802,734.085,-0.242605,1.7287,0.229581,0.506938,1,0.843037,0.862799,-42.8623,-223.919,0.591395,5.26978,0.576168,-0.986397,413.899,1,1
90,43,2,16,179.724,413.03,-2.46225,1.44498,0.258603,0.741671,0.150596,2.85493,3.35616,0.151324,0.068491,19.248,1.16935,-0.197258,7.95426,-1.809,1.25331,0.176107,381.084,-0.181482,0.760426,0.141094,0.355444,1,0.843037,0.862799,-487.868,-185.236,0.591395,5.26978,0.576168,-0.986397,413.899,1,1
91,44,2,7,50.7722,123.723,-1.83757,2.63157,0.406869,0.42367,0.127725,3.20964,3.21444,0.13063,0.217998,17.7983,3.88869,-0.761133,10.2233,-1.9899,2.81995,-0.145183,32.2137,-0.114989,0.276868,0.217955,0.577799,0,0.846395,0.862677,-556.016,-62.1135,0.681659,5.50278,0.666462,-0.756507,404.868,1,1
92,44,3,10,50.7722,177.087,-0.0279573,3.57029,0.292625,0.494266,0.161728,3.5704,2.84528,0.161828,0.0346946,18.1465,0.698667,-2.97226,28.9153,0,3.13328,-0.0471029,73.9448,0.537473,1.05582,0.157279,0.419929,1,0.846395,0.862677,-476.479,265.891,0.681659,5.50278,0.666462,-0.756507,404.868,1,1
93,44,9,14,50.7722,1979.15,1.94282,0.567497,0.621199,0.405503,0.110108,2.02401,1.13546,0.110118,0.00422944,31.1376,0.213419,-0.26523,8.97837,1.809,0.626656,0.873325,49.4613,0.20962,0.464082,0.424985,0.752383,0,0.846395,0.862677,160.18,74.5779,0.681659,5.50278,0.666462,-0.756507,404.868,2,0.987055
94,45,2,10,81.7944,271.92,2.8351,-0.951813,0.364629,0.507767,0.142842,2.99061,2.69482,0.147519,0.203804,28.1064,4.33732,-1.05986,17.0232,2.5326,-0.626656,0.122851,68.9945,-0.11119,0.587518,0.221036,0.473669,1,0.842791,0.86278,232.689,408.021,0.584789,6.59855,0.56956,0.342643,402.706,1,1
95,45,6,21,81.7944,4364.81,1.69982,0.436262,0.596007,0.378753,0.143217,1.75491,0.957296,0.145224,0.0656894,44.7873,3.93471,-0.586529,11.8844,1.4472,0.626656,1.21127,57.6484,0.0783115,1.22722,0.366595,0.74393,0,0.842791,0.86278,27.7902,110.314,0.584789,6.59855,0.56956,0.342643,402.706,1,1
96,45,7,24,81.7944,2250.91,1.9629,-0.101406,0.509183,0.573631,0.14315,1.96552,1.47794,0.143674,0.0325975,39.0282,1.26382,-0.899948,13.8068,1.809,0,1.03418,232.722,-0.092258,1.11947,0.278234,0.613432,1,0.842791,0.86278,97.6557,181.195,0.584789,6.59855,0.56956,0.342643,402.706,1,1
97,46,0,15,60.1739,501.271,2.98959,1.23209,0.381434,0.538271,0.148832,3.23353,2.17832,0.153547,0.158994,16.823,4.18571,0.0976087,7.7967,2.5326,1.25331,0.12184,95.503,-0.514885,0.998142,0.216833,0.526348,0,0.842806,0.862797,-113.848,285.054,0.582929,6.46606,0.567699,0.210233,385.43,1,1
98,46,1,7,60.1739,119.656,0.40205,-1.91061,0.393553,0.469778,0.166872,1.95245,2.80821,0.174766,0.33208,27.7048,6.79131,3.5289,-27.607,0.3618,-1.87997,0.342598,54.8318,-0.92614,1.54301,0.202865,0.572859,0,0.842806,0.862797,579.532,24.6986,0.582929,6.46606,0.567699,0.210233,385.43,1,1
99,47,3,18,117.902,926.625,2.67191,-0.472276,0.365228,0.49476,0.172166,2.71333,2.26401,0.172574,0.0578868,24.645,1.46511,-0.691629,11.4071,2.3517,-0.313328,0.161837,74.7009,-0.196882,2.12879,0.199496,0.484906,1,0.843403,0.862754,-26.5566,336.588,0.600735,7.08719,0.585512,0.830643,414.037,1,1
100,47,4,14,117.902,764.704,1.63425,3.19429,0.265465,0.565869,0.147395,3.58807,2.46201,0.148527,0.082466,10.2778,1.9195,3.30855,-18.3476,1.4472,2.50662,0.0120126,131.889,-0.0372366,0.747598,0.133075,0.396236,1,0.843403,0.862754,-340.664,-200.144,0.600735,7.08719,0.585512,0.830643,414.037,1,1
101,47,6,18,117.902,1552.97,2.76865,1.36959,0.412675,0.547274,0.143212,3.08888,1.99085,0.143651,0.0422972,12.7891,1.21739,0.24066,5.83156,2.5326,1.25331,0.390116,117.086,0.0577878,0.982641,0.215074,0.515307,0,0.843403,0.862754,-231.352,120.508,0.600735,7.08719,0.585512,0.830643,414.037,1,1
102,47,9,18,117.902,3510.34,1.82491,1.83941,0.582715,0.417164,0.135201,2.59108,1.38463,0.137275,0.0834197,3.08525,3.45398,1.12285,-1.73869,1.6281,1.56664,0.580151,47.2492,0.688217,1.05021,0.308313,0.66548,0,0.843403,0.862754,-193.81,-19.7672,0.600735,7.08719,0.585512,0.830643,414.037,1,1
103,48,2,12,25.2209,324.401,-0.83556,1.24999,0.50276,0.444224,0.150347,1.50354,1.72349,0.150464,0.0244358,42.441,0.812373,-0.245588,8.66321,-0.7236,1.25331,0.712472,70.2097,-0.740967,1.02044,0.316963,0.612788,1,0.843854,0.862705,23.6629,-263.067,0.61021,6.60395,0.594991,0.347043,345.014,1,1
104,48,8,10,25.2209,870.552,1.37485,0.469731,0.52249,0.286731,0.15349,1.45288,0.660593,0.153503,0.00545013,55.8401,0.472716,-0.752922,12.4783,1.0854,0.626656,0.451932,8.80229,-0.109258,0.984373,0.303743,0.722853,0,0.843854,0.862705,40.8875,82.6586,0.61021,6.60395,0.594991,0.347043,345.014,1,1
105,49,4,8,34.1423,206.321,1.8562,-1.35661,0.441613,0.486122,0.100683,2.2991,2.4384,0.106954,0.185013,25.0117,4.35149,-1.81697,16.7168,1.6281,-0.939984,0.0171577,67.3398,-0.448603,0.544946,0.232066,0.646914,0,0.845964,0.862669,335.258,306.545,0.670279,6.67602,0.655079,0.417073,403.778,1,1
106,50,1,10,47.1612,295.587,2.91078,1.49368,0.423906,0.504606,0.13621,3.27165,2.15936,0.141242,0.166059,14.5859,4.4105,0.223139,6.99972,3.0753,1.56664,0.502619,98.8258,-0.691723,0.608503,0.231597,0.54157,0,0.845658,0.862723,190.662,315.149,0.65638,5.39159,0.641175,-0.866917,362.034,1,1
107,50,2,7,47.1612,223.294,1.27452,3.14408,0.441785,0.406715,0.13014,3.39259,2.32132,0.136784,0.253683,5.14564,6.27403,3.28714,-8.66873,1.2663,2.81995,0.162418,34.0615,-0.461106,0.465078,0.246312,0.623187,0,0.845658,0.862723,-247.163,401.996,0.65638,5.39159,0.641175,-0.866917,362.034,1,1
108,50,5,11,47.1612,928.006,0.230539,-0.283866,0.664499,0.391054,0.0987395,0.365688,1.30117,0.0993782,0.0386806,65.5904,1.70352,2.0049,-6.18634,0.3618,0,0.802083,45.838,-1.44441,0.408895,0.368989,0.776317,0,0.845658,0.862723,71.1267,-237.409,0.65638,5.39159,0.641175,-0.866917,362.034,1,1
109,50,9,9,47.1612,195.567,-0.751805,-0.944334,0.415965,0.470336,0.123969,1.20705,2.41192,0.124004,0.0156928,3.32584,0.372788,1.11648,-0.870301,-0.9045,-0.939984,-0.0772718,60.8422,-0.479866,0.358536,0.243748,0.567437,0,0.845658,0.862723,29.5074,-462.156,0.65638,5.39159,0.641175,-0.866917,362.034,1,1
110,51,1,11,181.126,620.833,3.15386,0.873359,0.431718,0.408495,0.145377,3.27255,2.30678,0.146369,0.102776,17.7671,2.55359,-0.0399677,8.287,3.0753,0.939984,-0.0597281,34.7831,-1.26881,1.23758,0.230434,0.626416,1,0.847106,0.862697,-296.272,284.543,0.712807,7.10253,0.697618,0.842363,358.918,1,1
111,51,2,13,181.126,217.448,-0.575796,-2.67678,0.269756,0.589679,0.171189,2.73801,3.81478,0.172624,0.150179,12.017,2.25619,2.2296,-11.5504,-0.5427,-2.81995,-0.16933,147.552,-0.0532761,1.28697,0.136732,0.377929,1,0.847106,0.862697,802.679,468.601,0.712807,7.10253,0.697618,0.842363,358.918,1,1
112,51,3,8,181.126,276.786,1.92705,3.38838,0.490993,0.383946,0.121215,3.89803,2.74688,0.122434,0.129962,3.76523,2.71183,2.06284,-4.86579,1.9899,3.4466,-0.210061,24.9001,0.191992,0.726195,0.258225,0.687965,1,0.847106,0.862697,-581.902,-322.903,0.712807,7.10253,0.697618,0.842363,358.918,1,1
113,51,6,9,181.126,230.633,-2.12076,-0.999699,0.339518,0.489722,0.130026,2.34457,3.50382,0.130043,0.0158636,7.12992,0.259409,0.633849,2.8569,-1.9899,-0.939984,0.0292101,62.9061,-0.0399262,0.311248,0.174168,0.475773,0,0.847106,0.862697,729.507,-41.1652,0.712807,7.10253,0.697618,0.842363,358.918,1,1
114,52,4,29,181.372,8802.81,1.86735,1.29277,0.653814,0.420481,0.13496,2.27118,1.10956,0.139961,0.103311,17.2327,5.34252,0.314576,5.84867,1.809,1.25331,1.61817,118.645,-0.0811819,1.19119,0.445419,0.740402,0,0.844516,0.862712,-128.139,47.5819,0.626118,7.05154,0.610904,0.794053,392.853,1,1
115,53,2,25,83.2908,2459,0.935378,2.61189,0.406522,0.60051,0.166485,2.77433,1.75154,0.166719,0.0268059,15.8217,0.8769,14.7372,-92.6447,0.9045,2.19329,0.7586,217.331,-0.143727,1.90444,0.270908,0.507356,1,0.843558,0.862758,-219.45,32.8202,0.601106,6.1607,0.585883,-0.0958573,461.158,1,1
116,53,5,11,83.2908,328.281,1.42851,3.66501,0.352445,0.50133,0.152937,3.93356,2.86265,0.1532,0.0537068,10.5785,1.075,5.28432,-32.2032,1.4472,3.75993,-0.19482,75.6236,-0.494356,0.83016,0.204605,0.483659,1,0.843558,0.862758,-425.988,121.175,0.601106,6.1607,0.585883,-0.0958573,461.158,1,1
117,53,9,38,83.2908,6625.15,-0.0662898,0.704393,0.369158,0.510121,0.192811,0.707505,0.923527,0.196022,0.0690917,81.2119,4.29047,0.252376,5.97946,0,0.626656,1.41797,230.346,-0.228129,4.30878,0.204786,0.515889,0,0.843558,0.862758,5.512,-67.313,0.601106,6.1607,0.585883,-0.0958573,461.158,1,1
118,54,2,5,35.9293,131.239,2.40837,2.91811,0.649273,0.393257,1.63004e-06,3.7836,2.58213,0.0496293,0.325867,9.53353,7.2501,1.73205,-10.3924,2.3517,2.81995,-0.311059,34.3932,-0.830011,1.01006e-20,0.331906,0.796166,0,0.845423,0.862734,-236.441,344.984,0.653464,5.87544,0.638258,-0.382977,474.95,1,1
119,55,7,7,26.3814,164.179,1.40139,-1.36231,0.516771,0.469933,0.0910747,1.95443,2.29416,0.0924356,0.0786414,29.7552,1.96443,-3.47483,29.0819,1.2663,-0.939984,0.255011,58.3854,0.046194,0.0957547,0.280487,0.668636,0,0.842867,0.862819,388.61,-131.849,0.581348,5.7467,0.566117,-0.509057,377.881,1,1
120,55,9,12,26.3814,215.582,3.0627,1.8052,0.385097,0.551359,0.156379,3.55512,2.41158,0.156661,0.0428645,6.4947,1.01845,0.445668,3.65051,2.7135,1.56664,0.357455,118.69,-0.00425165,0.771668,0.219907,0.495793,1,0.842867,0.862819,31.0643,348.511,0.581348,5.7467,0.566117,-0.509057,377.881,1,1
121,56,5,8,36.2126,228.262,0.446066,-1.41413,0.50626,0.4657,0.110541,1.48282,2.31173,0.11117,0.0603312,28.976,1.49547,4.92882,-29.9561,0.5427,-0.939984,0.71311,66.9854,-0.246366,0.245546,0.326029,0.639813,0,0.846441,0.862665,440.061,62.5249,0.688022,6.56731,0.672827,0.307833,397.147,1,1
122,57,0,34,89.4704,2547.63,0.913588,-1.0158,0.405574,0.746731,0.161838,1.3662,1.87999,0.161876,0.00912862,40.0538,0.278211,-29.9275,218.288,0.9045,-0.313328,1.06899,669.326,0.126966,1.69261,0.217388,0.49809,0,0.841682,0.862815,195.682,-117.025,0.559357,5.71309,0.544118,-0.541717,483.578,1,1
123,57,2,36,89.4704,5920.01,-0.140825,1.7622,0.538011,0.55347,0.150598,1.76782,1.332,0.154709,0.0886012,46.774,3.81399,-0.79992,13.6779,0.1809,1.56664,1.53551,308.497,-0.128464,1.94018,0.397349,0.661482,1,0.841682,0.862815,-145.227,-33.0025,0.559357,5.71309,0.544118,-0.541717,483.578,1,1
124,57,5,17,89.4704,394.598,-1.24699,-1.69695,0.257824,0.768518,0.150966,2.10585,3.30377,0.151109,0.0288443,2.40293,0.50024,1.24763,-1.17058,-1.4472,-1.87997,0.189321,430.022,0.603375,1.13188,0.135386,0.355301,0,0.841682,0.862815,165.29,-401.559,0.559357,5.71309,0.544118,-0.541717,483.578,1,1
125,57,7,17,89.4704,400.222,-1.14849,-1.82939,0.291118,0.746021,0.150733,2.16002,3.34794,0.151543,0.0716894,3.12558,1.22697,1.41517,-1.69223,-1.0854,-1.87997,0.00464301,366.819,-0.189171,1.08902,0.151174,0.392515,1,0.841682,0.862815,197.891,-417.129,0.559357,5.71309,0.544118,-0.541717,483.578,1,1
126,58,8,4,27.4645,173.252,0.944975,2.5003,0.621967,0.223182,0.120286,2.67291,1.64051,0.12069,0.0860586,20.2887,3.00702,138.016,-1060.71,1.0854,2.50662,0.0252476,2.78745,0.287817,0.263997,0.357999,0.865745,0,0.847049,0.862709,-361.33,-115.228,0.695059,6.62188,0.679865,0.362213,329.08,2,0.815668
127,59,4,11,42.7386,371.219,-0.926934,1.58521,0.408333,0.536771,0.123656,1.83633,1.91499,0.123713,0.0136545,37.9263,0.408541,-0.399105,10.0768,-0.9045,1.56664,0.604814,121.17,0.172293,0.298973,0.232669,0.569825,0,0.846531,0.862711,-198.441,-259.609,0.694564,6.10172,0.67937,-0.157947,339.65,1,1
128,60,4,6,111.014,126.331,2.999,-1.58996,0.569266,0.298935,0.124832,3.3944,3.26365,0.124835,0.0105565,20.9761,0.185328,-1.1466,15.3292,3.0753,-1.56664,-0.169325,8.95819,-0.846489,0.352172,0.301066,0.751898,1,0.845914,0.862714,672.975,-70.4191,0.666142,5.57097,0.65094,-0.687847,388.399,1,1
129,60,6,7,111.014,136.585,-1.80164,2.62725,0.463287,0.408834,0.123724,3.18565,3.18169,0.135389,0.448914,13.7659,8.11109,-0.893904,8.43081,-1.9899,2.81995,-0.0350511,28.4206,-0.480493,0.276536,0.273236,0.62728,0,0.845914,0.862714,-591.631,-99.3636,0.666142,5.57097,0.65094,-0.687847,388.399,1,1
130,61,7,5,24.7627,73.75,0.235312,2.99724,0.473559,0.325923,0.121177,3.00646,2.22002,0.123652,0.180619,15.7756,4.66669,-5.01064,34.6294,0.3618,3.13328,-0.329288,12.6761,-0.398854,0.25163,0.253275,0.653586,0,0.84549,0.862723,-410.718,-280.754,0.652924,6.64367,0.637718,0.385273,320.072,1,1
131,62,0,13,111.694,325.618,-1.81048,-0.832806,0.306018,0.742287,0.1252,1.99284,3.15176,0.125472,0.0355536,8.48913,0.646342,0.654161,2.91494,-1.4472,-0.626656,0.250498,353.85,0.451632,0.369136,0.173197,0.433984,0,0.846354,0.862708,466.948,-316.721,0.67998,6.56869,0.664782,0.309453,370.875,1,1
132,62,1,15,111.694,966.586,-0.335561,2.50007,0.472179,0.518727,0.127664,2.52249,2.01938,0.127678,0.00771587,28.3976,0.218923,-1.37425,16.9065,-0.1809,2.19329,0.713319,123.477,0.54372,0.594221,0.250439,0.580704,1,0.846354,0.862708,-253.153,-268.681,0.67998,6.56869,0.664782,0.309453,370.875,1,1
133,62,2,13,111.694,644.486,2.09935,2.77354,0.33592,0.488598,0.150134,3.47848,2.28501,0.152676,0.136338,0.448057,3.42064,1.34284,-0.377638,1.809,2.50662,0.143679,75.2153,-0.106731,0.605378,0.175102,0.441119,1,0.846354,0.862708,-431.334,85.1144,0.67998,6.56869,0.664782,0.309453,370.875,1,1
134,62,3,16,111.694,1730.05,-0.334354,1.79017,0.582788,0.437337,0.126509,1.82113,1.50142,0.126514,0.00394001,41.4208,0.150355,-0.78128,12.6778,-0.1809,1.56664,0.922587,85.6685,0.314209,0.470725,0.314071,0.685331,0,0.846354,0.862708,-117.549,-229.847,0.67998,6.56869,0.664782,0.309453,370.875,1,1
135,62,5,17,111.694,422.684,-1.78159,-0.636222,0.251696,0.719749,0.153403,1.89179,3.02538,0.153752,0.044579,10.8918,0.844285,0.590077,3.44159,-1.809,-0.626656,0.188267,351.944,0.0360854,0.869879,0.126794,0.355805,0,0.846354,0.862708,403.373,-310.273,0.67998,6.56869,0.664782,0.309453,370.875,1,1
136,62,7,9,111.694,225.828,0.407099,-2.31533,0.401509,0.613676,0.100126,2.35085,3.20825,0.107162,0.202359,21.4579,3.6163,4.92148,-35.8114,0.3618,-2.50662,0.0836592,176.514,0.475821,0.132007,0.227089,0.563026,0,0.846354,0.862708,692.329,134.636,0.67998,6.56869,0.664782,0.309453,370.875,1,1
137,63,1,21,102.863,869.723,-1.38239,-1.09039,0.289636,0.828468,0.152088,1.76067,2.9596,0.153071,0.0629422,4.2495,1.21861,0.916808,1.46764,-1.2663,-0.939984,0.332798,607.831,0.405397,1.02428,0.149947,0.38988,1,0.841179,0.862806,106.388,-322.506,0.546319,5.79951,0.531075,-0.454687,502.049,1,1
138,64,3,21,85.7157,1399.65,1.79738,2.52171,0.420651,0.58632,0.140141,3.0967,1.91497,0.140242,0.0178702,6.04237,0.534684,1.772,-5.4996,1.6281,2.19329,0.558362,174.928,0.688493,1.5046,0.250794,0.56533,1,0.840697,0.862827,-115.537,244.476,0.539585,5.61465,0.524338,-0.639227,386.912,1,1
139,64,5,25,85.7157,2276.76,1.47465,2.21227,0.364168,0.524752,0.181118,2.65871,1.49094,0.183359,0.0865318,11.8503,3.32723,2.49561,-12.1714,1.4472,1.87997,0.903705,143.492,0.389695,2.25407,0.2418,0.484018,1,0.840697,0.862827,-103.82,178.336,0.539585,5.61465,0.524338,-0.639227,386.912,1,1
140,64,9,8,85.7157,149.32,-1.27549,3.32414,0.424216,0.381113,0.156267,3.56045,3.24597,0.157545,0.18704,16.3928,3.30333,-1.30866,13.7227,-1.0854,3.13328,0.00464047,22.7576,-0.13486,1.03533,0.236686,0.573125,1,0.840697,0.862827,-547.96,3.70387,0.539585,5.61465,0.524338,-0.639227,386.912,1,1
141,65,6,26,74.6918,1346.84,-1.01817,-1.09706,0.278119,0.852498,0.149112,1.49674,2.7033,0.153671,0.119661,1.86711,2.53702,1.15049,0.616384,-0.9045,-0.939984,0.458145,745.414,-0.138818,0.911365,0.143294,0.372903,1,0.843819,0.862737,266.511,-16.5349,0.608897,6.89002,0.593677,0.633163,582.1,1,1
142,66,3,18,189.086,929.912,0.776588,-1.77735,0.357118,0.549214,0.149302,1.9396,2.64097,0.149478,0.0362817,24.2329,0.787154,90.843,-599.71,0.7236,-1.25331,0.274301,132.327,-0.0895776,1.02783,0.193298,0.510663,0,0.841935,0.862816,430.69,-147.058,0.569767,5.97137,0.554532,-0.283907,414.546,1,1
143,66,5,14,189.086,386.673,0.178813,3.85413,0.282094,0.560898,0.157603,3.85827,3.06393,0.159162,0.126503,17.522,2.36629,-3.76737,37.5438,0.1809,4.07327,-0.254109,138.491,-0.0521618,0.892267,0.14707,0.411402,1,0.841935,0.862816,-545.806,60.4815,0.569767,5.97137,0.554532,-0.283907,414.546,1,1
144,66,9,11,189.086,409.47,-2.32277,2.36257,0.292866,0.559922,0.140609,3.31316,3.50209,0.141205,0.0837567,21.5008,1.37043,-0.444934,11.0207,-1.9899,2.19329,0.00994055,107.313,0.00896896,0.434304,0.152065,0.405209,1,0.841935,0.862816,-390.164,-376.944,0.569767,5.97137,0.554532,-0.283907,414.546,1,1
145,67,7,5,29.9135,86.928,-2.16214,0.362518,0.564295,0.351786,0.101334,2.19233,3.04648,0.101383,0.0285905,18.4314,0.537715,0.156835,5.81773,-1.9899,0.313328,0.283975,16.2342,1.01952,0.182075,0.317044,0.75964,0,0.842982,0.862767,180.899,-396.836,0.592558,6.52391,0.577332,0.267683,412.396,1,1
146,68,2,6,177.81,138.823,-2.98084,-0.483517,0.486937,0.406338,0.0986743,3.0198,4.05535,0.0992284,0.107736,8.65233,1.52232,0.322335,3.9578,-3.2562,-0.626656,-0.0403973,31.1905,0.0580612,0.130326,0.261765,0.634232,0,0.844535,0.862728,511.343,-422.73,0.623962,6.75158,0.608747,0.494173,478.714,1,1
147,68,3,5,177.81,77.654,-2.11529,2.43548,0.513959,0.334275,0.161597,3.22584,3.35173,0.181607,0.94921,4.58872,16.4513,-0.980504,2.99696,-2.3517,2.81995,-0.17171,13.4085,-1.0688,1.1963,0.258995,0.699101,0,0.844535,0.862728,-64.3915,-591.204,0.623962,6.75158,0.608747,0.494173,478.714,1,1
148,68,6,18,177.81,536.445,2.22801,-2.45045,0.252264,0.762162,0.142452,3.3119,3.59042,0.144926,0.127879,21.6552,2.04112,-2.65727,28.7724,2.1708,-2.50662,0.00836654,392.091,0.0569054,0.651962,0.147836,0.352032,1,0.844535,0.862728,390.907,407.873,0.623962,6.75158,0.608747,0.494173,478.714,1,1
149,68,8,13,177.81,1033.75,3.18191,0.661064,0.445768,0.406797,0.155827,3.24986,2.34606,0.155844,0.01425,17.0158,0.348016,-0.0924003,7.91935,3.2562,0.626656,-0.390524,36.2302,0.117852,1.57712,0.23494,0.644941,1,0.844535,0.862728,-111.158,296.723,0.623962,6.75158,0.608747,0.494173,478.714,1,1
150,69,3,7,22.2082,354.221,0.757048,-0.287087,0.599925,0.321881,0.112587,0.809655,1.15325,0.113071,0.0399869,71.7089,1.98703,23.1203,-147.515,0.7236,0,0.415587,14.608,0.0266811,0.210789,0.372683,0.800523,0,0.846802,0.862666,253.196,-87.8083,0.692085,5.99327,0.676891,-0.266317,313.974,1,1
151,69,8,5,22.2082,149.778,-0.580477,0.724856,0.556771,0.276427,0.124957,0.928639,1.43392,0.135076,0.298319,68.8345,12.0078,0.315737,7.53014,-0.7236,0.626656,0.30231,8.06944,0.232784,0.251296,0.309331,0.748922,0,0.846802,0.862666,-46.3658,-283.645,0.692085,5.99327,0.676891,-0.266317,313.974,1,1
152,69,9,10,22.2082,666.089,0.432623,1.69509,0.707207,0.305491,0.107225,1.74942,0.929767,0.114942,0.134579,49.0931,8.32249,-1.44012,19.2215,0.5427,1.56664,0.893543,17.092,-1.19924,0.487155,0.531427,0.797887,0,0.846802,0.862666,-195.745,-29.1451,0.692085,5.99327,0.676891,-0.266317,313.974,1,1
153,70,4,5,131.432,179.677,3.54651,0.309823,0.762084,0.260511,0.0942006,3.56002,2.75967,0.0983523,0.321254,9.86517,6.68498,-0.0852464,5.07587,3.7989,0.313328,-0.540601,5.23892,-0.524671,0.424853,0.439873,0.905152,1,0.842788,0.862725,-76.1789,449.895,0.587618,6.69696,0.572391,0.440933,445.293,1,1
